,Label,Abbreviation,Name,Chinese,Opening Year,Closing Year,Address,Postcode,Lat,Long
82,DT18,TLA,Telok Ayer,直落亚逸,2013.0,,7 Cross Street,48416.0,1.28222222222222,103.848333333333
83,DT19,CNT,Chinatown,牛车水,2013.0,,151 New Bridge Road,59443.0,1.28472222222222,103.843888888888
84,DT2,CSW,Cashew,凯秀,2015.0,,1 Cashew Road,679696.0,1.36888888888888,103.764722222222
85,DT20,FCN,Fort Canning,福康宁,2017.0,,170 River Valley Road,179038.0,1.292481,103.844325
86,DT21,BCL,Bencoolen,明古连,2017.0,,31 Bencoolen Street,189658.0,1.2984867,103.8501356
87,DT22,JLB,Jalan Besar,惹兰勿刹,2017.0,,90 Jalan Besar,208826.0,1.30555555555555,103.855277777777
88,DT23,BDM,Bendemeer,明地迷亚,2017.0,,11 Kallang Bahru,339356.0,1.31416666666666,103.861388888888
89,DT24,GLB,Geylang Bahru,芽笼峇鲁,2017.0,,541 Kallang Bahru,339355.0,1.32138888888888,103.871388888888
90,DT25,MTR,Mattar,玛达,2017.0,,60 Merpati Road,379314.0,1.32722222222222,103.882777777777
91,DT26,MPS,MacPherson,麦波申,2017.0,,171 Paya Lebar Road,409048.0,1.32666666666666,103.89
92,DT27,UBI,Ubi,乌美,2017.0,,51 Ubi Avenue 2,408899.0,1.33,103.9
93,DT28,KKB,Kaki Bukit,加基武吉,2017.0,,30 Kaki Bukit Avenue 1,415804.0,1.335,103.908888888888
94,DT29,BDN,Bedok North,勿洛北,2017.0,,651 Bedok North Road,479481.0,1.3350267,103.9179065
95,DT3,HVW,Hillview,山景,2015.0,,510 Upper Bukit Timah Road,678211.0,1.3625,103.7675
96,DT30,BDR,Bedok Reservoir,勿洛蓄水池,2017.0,,371 Bedok North Avenue 3,469724.0,1.33666666666666,103.930833333333
97,DT31,TPW,Tampines West,淡滨尼西,2017.0,,2 Tampines Avenue 4,529683.0,1.34555555555555,103.938333333333
98,DT32,TAM,Tampines,淡滨尼,2017.0,,20 Tampines Central 1,529538.0,1.3546729,103.9426614
99,DT33,TPE,Tampines East,淡滨尼东,2017.0,,20 Tampines Avenue 7,529623.0,1.35638888888888,103.954722222222
100,DT34,UPC,Upper Changi,樟宜上段,2017.0,,690 Upper Changi Road East,485990.0,1.34194444444444,103.961388888888
101,DT35,XPO,Expo,博览,2017.0,,21 Changi South Avenue 1,486065.0,1.33546944444444,103.961766666666
102,DT36,XLN,Xilin,锡林,2024.0,,,,1.32888888888888,103.965
103,DT37,SGB,Sungei Bedok,双溪勿洛,2024.0,,,,1.32027777777777,103.957222222222
104,DT4,,Hume,谦道,2025.0,,,,1.35472222222222,103.769166666666
105,DT5,BTW,Beauty World,美世界,2015.0,,101 Upper Bukit Timah Road,588216.0,1.34111111111111,103.775833333333
106,DT6,KAP,King Albert Park,阿尔柏王园,2015.0,,2 Blackmore Drive,599987.0,1.33555555555555,103.783888888888
107,DT7,SAV,Sixth Avenue,第六道,2015.0,,777 Bukit Timah Road,269784.0,1.33083333333333,103.7975
108,DT8,TKK,Tan Kah Kee,陈嘉庚,2015.0,,651 Bukit Timah Road,266268.0,1.32611111111111,103.807222222222
109,DT9,BTN,Botanic Gardens,植物园,2015.0,,100 Cluny Park Road,257494.0,1.3225,103.815277777777
110,EW1,PSR,Pasir Ris,巴西立,1989.0,,10 Pasir Ris Central,519634.0,1.37241111111111,103.949369444444
111,EW10,KAL,Kallang,加冷,1989.0,,5 Sims Avenue,387405.0,1.31146944444444,103.8714
112,EW11,LVR,Lavender,劳明达,1989.0,,50 Kallang Road,208699.0,1.30716666666666,103.863008333333
113,EW12,BGS,Bugis,武吉士,1989.0,,320 Victoria Street,188045.0,1.30027777777777,103.856111111111
114,EW13,CTH,City Hall,政府大厦,1987.0,,150 North Bridge Road,179100.0,1.2933274,103.852603
115,EW14,RFP,Raffles Place,莱佛士坊,1987.0,,5 Raffles Place,48618.0,1.28388055555555,103.851533333333
116,EW15,TPG,Tanjong Pagar,丹戎巴葛,1987.0,,120 Maxwell Road,69119.0,1.27643888888888,103.845711111111
117,EW16,OTP,Outram Park,欧南园,1987.0,,10 Outram Road,169037.0,1.28027777777777,103.839444444444
118,EW17,TIB,Tiong Bahru,中峇鲁,1988.0,,300 Tiong Bahru Road,168731.0,1.28608055555555,103.826958333333
119,EW18,RDH,Redhill,红山,1988.0,,920 Tiong Bahru Road,158792.0,1.28973333333333,103.81675
